user_id,age,plan_type,account_age_days,churned,days_since_last_login,total_watch_time_30d,avg_rating,num_ratings
U1076,30,Premium,165,1,9.0,0.0,2.75,4.0
U1077,37,Standard,339,0,999.0,70.0,4.0,3.0
U1078,54,Premium,289,0,118.0,0.0,3.5,4.0
U1079,50,Basic,104,0,111.0,0.0,2.0,1.0
U1080,51,Standard,86,0,33.0,57.0,5.0,2.0
U1081,53,Basic,7,0,0.0,0.0,2.5,2.0
U1082,50,Basic,136,0,83.0,0.0,2.3333333333333335,3.0
U1083,60,Standard,501,0,27.0,119.0,2.0,1.0
U1084,43,Premium,231,0,64.0,63.0,3.5,2.0
U1085,50,Basic,468,0,154.0,56.0,1.0,1.0
U1086,41,Premium,604,0,999.0,0.0,2.0,2.0
U1087,48,Standard,46,0,62.0,0.0,0.0,0.0
U1088,32,Premium,614,0,34.0,0.0,4.0,2.0
U1089,35,Premium,107,0,48.0,190.0,2.0,1.0
U1090,22,Premium,19,0,61.0,0.0,1.0,1.0
U1091,23,Premium,12,0,31.0,212.0,3.0,2.0
U1092,52,Premium,321,0,98.0,0.0,1.0,1.0
U1093,33,Basic,652,1,999.0,114.0,1.0,1.0
U1094,18,Basic,108,0,80.0,0.0,0.0,0.0
U1095,52,Premium,632,0,30.0,0.0,0.0,0.0
U1096,48,Basic,108,0,25.0,0.0,2.0,3.0
U1097,29,Basic,721,0,24.0,16.0,3.0,3.0
U1098,19,Premium,247,0,56.0,0.0,4.0,2.0
U1099,19,Premium,231,0,35.0,0.0,4.0,1.0
U1100,38,Basic,673,0,21.0,0.0,3.6666666666666665,3.0
U1101,46,Premium,404,0,37.0,20.0,0.0,0.0
U1102,44,Standard,446,0,86.0,111.0,5.0,1.0
U1103,45,Basic,314,0,68.0,78.0,3.0,2.0
U1104,38,Basic,578,0,16.0,18.0,3.5,2.0
U1105,23,Standard,427,1,60.0,0.0,3.5,2.0
U1106,18,Basic,651,1,135.0,44.0,2.5,2.0
U1107,29,Basic,151,1,24.0,0.0,3.3333333333333335,3.0
U1108,28,Premium,358,0,99.0,22.0,0.0,0.0
U1109,60,Standard,263,0,10.0,89.0,2.5,4.0
U1110,53,Premium,591,0,97.0,41.0,3.5,2.0
U1111,41,Premium,126,0,55.0,0.0,2.3333333333333335,3.0
U1112,40,Premium,286,1,30.0,0.0,1.6666666666666667,3.0
U1113,21,Premium,399,0,13.0,0.0,3.0,1.0
U1114,52,Premium,211,0,73.0,0.0,2.6666666666666665,3.0
U1115,31,Basic,435,0,24.0,0.0,5.0,1.0
U1116,18,Basic,723,0,34.0,0.0,4.333333333333333,3.0
U1117,55,Basic,340,0,86.0,206.0,0.0,0.0
U1118,58,Standard,487,0,39.0,128.0,0.0,0.0
U1119,45,Premium,541,0,34.0,32.0,3.0,2.0
U1120,55,Premium,347,0,999.0,74.0,4.0,2.0
U1121,29,Premium,501,0,30.0,0.0,2.75,4.0
U1122,22,Standard,495,0,60.0,0.0,4.5,2.0
U1123,52,Basic,535,0,41.0,181.0,5.0,1.0
U1124,50,Basic,359,0,15.0,0.0,0.0,0.0
U1125,35,Premium,561,0,33.0,0.0,3.0,3.0
U1126,47,Premium,726,0,100.0,8.0,3.6666666666666665,3.0
U1127,52,Premium,353,0,50.0,28.0,3.5,2.0
U1128,34,Premium,247,0,70.0,89.0,2.4,5.0
U1129,49,Standard,289,0,16.0,0.0,3.0,2.0
U1130,35,Basic,719,1,999.0,0.0,3.0,3.0
U1131,50,Basic,322,0,19.0,0.0,2.5,2.0
U1132,45,Premium,237,1,40.0,0.0,3.0,3.0
U1133,27,Premium,456,0,999.0,118.0,3.0,2.0
U1134,35,Standard,373,0,92.0,0.0,1.0,1.0
U1135,44,Basic,283,0,67.0,117.0,4.0,1.0
U1136,43,Standard,207,0,108.0,80.0,1.0,1.0
U1137,25,Basic,248,0,96.0,0.0,0.0,0.0
U1138,29,Basic,307,1,173.0,0.0,0.0,0.0
U1139,23,Basic,661,0,17.0,69.0,4.0,1.0
U1140,52,Basic,132,0,178.0,0.0,0.0,0.0
U1141,49,Basic,19,0,29.0,52.0,4.0,1.0
U1142,40,Basic,618,0,97.0,0.0,3.0,1.0
U1143,43,Premium,562,0,84.0,0.0,3.0,1.0
U1144,25,Basic,261,0,36.0,65.0,0.0,0.0
U1145,52,Standard,96,0,17.0,150.0,0.0,0.0
U1146,38,Premium,149,0,85.0,0.0,2.0,1.0
U1147,59,Standard,550,0,9.0,0.0,4.0,1.0
U1148,35,Standard,508,0,62.0,0.0,4.0,2.0
U1149,46,Standard,556,0,130.0,44.0,0.0,0.0
U1150,59,Premium,46,0,15.0,65.0,2.5,2.0
U1151,28,Basic,671,0,72.0,0.0,2.0,3.0
U1152,31,Standard,11,0,9.0,75.0,2.0,1.0
U1153,31,Basic,253,0,63.0,0.0,0.0,0.0
U1154,34,Standard,279,1,35.0,298.0,2.6666666666666665,3.0
U1155,41,Basic,545,0,56.0,86.0,3.5,2.0
U1156,55,Premium,528,1,12.0,0.0,3.0,2.0
U1157,29,Basic,554,0,999.0,0.0,0.0,0.0
U1158,23,Basic,290,0,22.0,0.0,1.0,1.0
U1159,36,Basic,413,0,2.0,0.0,3.0,1.0
U1160,23,Premium,178,0,999.0,0.0,2.0,1.0
U1161,54,Premium,448,0,50.0,130.0,0.0,0.0
U1162,21,Basic,705,0,30.0,107.0,1.5,2.0
U1163,22,Basic,431,0,5.0,0.0,2.5,2.0
U1164,35,Standard,639,0,999.0,0.0,2.0,2.0
U1165,26,Standard,722,0,39.0,96.0,3.5,2.0
U1166,40,Basic,429,0,140.0,0.0,2.0,1.0
U1167,40,Premium,541,0,135.0,0.0,1.5,2.0
U1168,50,Premium,524,0,43.0,0.0,3.0,1.0
U1169,21,Standard,728,1,87.0,52.0,5.0,1.0
U1170,24,Basic,31,0,18.0,0.0,4.0,1.0
U1171,29,Premium,725,1,37.0,0.0,3.0,1.0
U1172,52,Basic,31,0,108.0,106.0,4.0,1.0
U1173,52,Premium,341,0,95.0,118.0,0.0,0.0
U1174,40,Standard,593,0,29.0,49.0,3.0,1.0
U1175,42,Basic,327,0,75.0,0.0,2.8,5.0
U1176,35,Basic,33,0,71.0,0.0,4.0,1.0
U1177,42,Basic,484,0,999.0,0.0,5.0,1.0
U1178,35,Standard,242,0,59.0,157.0,0.0,0.0
U1179,20,Premium,547,0,76.0,0.0,2.6666666666666665,3.0
U1180,41,Standard,294,0,39.0,0.0,3.0,3.0
U1181,36,Standard,327,0,138.0,0.0,1.0,1.0
U1182,44,Premium,144,0,14.0,0.0,3.0,2.0
U1183,31,Standard,158,0,41.0,0.0,0.0,0.0
U1184,18,Basic,222,0,179.0,13.0,4.5,2.0
U1185,29,Standard,72,0,123.0,0.0,4.0,1.0
U1186,54,Standard,114,1,999.0,0.0,1.0,1.0
U1187,34,Standard,332,0,3.0,73.0,0.0,0.0
U1188,38,Basic,250,1,38.0,0.0,0.0,0.0
U1189,48,Standard,468,0,6.0,0.0,1.0,1.0
U1190,24,Standard,597,0,117.0,89.0,3.0,1.0
U1191,53,Standard,202,0,15.0,66.0,2.75,4.0
U1192,34,Basic,377,0,57.0,0.0,4.0,2.0
U1193,49,Premium,106,0,2.0,0.0,5.0,1.0
U1194,48,Basic,214,0,40.0,0.0,3.0,1.0
U1195,51,Premium,601,0,127.0,27.0,5.0,1.0
U1196,54,Standard,431,0,135.0,0.0,2.0,1.0
U1197,52,Basic,532,0,39.0,0.0,2.5,2.0
U1198,51,Basic,195,0,170.0,72.0,2.5,2.0
U1199,25,Basic,540,0,114.0,0.0,0.0,0.0
U1200,48,Basic,583,0,53.0,22.0,2.0,1.0
U1201,23,Premium,677,0,86.0,0.0,0.0,0.0
U1202,19,Premium,224,0,8.0,0.0,2.6666666666666665,3.0
U1203,21,Basic,174,0,18.0,0.0,1.0,1.0
U1204,59,Premium,443,0,10.0,0.0,3.0,2.0
U1205,41,Standard,414,0,148.0,0.0,0.0,0.0
U1206,40,Standard,179,0,10.0,0.0,3.0,1.0
U1207,49,Premium,234,1,76.0,58.0,4.666666666666667,3.0
U1208,49,Premium,639,0,999.0,35.0,1.0,1.0
U1209,49,Premium,284,0,131.0,0.0,2.3333333333333335,3.0
U1210,30,Standard,277,0,999.0,0.0,4.0,2.0
U1211,50,Basic,381,0,56.0,0.0,3.0,3.0
U1212,39,Basic,591,0,129.0,0.0,4.0,2.0
U1213,26,Standard,318,1,130.0,194.0,2.5,6.0
U1214,32,Standard,567,0,63.0,155.0,3.0,3.0
U1215,43,Premium,464,1,12.0,0.0,2.0,2.0
U1216,21,Premium,689,0,6.0,0.0,2.75,4.0
U1217,48,Standard,688,0,0.0,139.0,3.0,4.0
U1218,50,Standard,349,0,31.0,0.0,1.0,1.0
U1219,25,Basic,297,0,32.0,0.0,0.0,0.0
U1220,33,Premium,653,0,999.0,110.0,5.0,1.0
U1221,54,Basic,12,1,25.0,0.0,4.5,2.0
U1222,22,Basic,44,0,140.0,0.0,1.0,1.0
U1223,38,Standard,93,0,47.0,105.0,0.0,0.0
U1224,31,Basic,190,1,18.0,58.0,3.3333333333333335,3.0
U1225,22,Premium,424,0,25.0,14.0,3.6666666666666665,3.0
U1226,54,Standard,695,0,7.0,0.0,4.666666666666667,3.0
U1227,20,Premium,291,0,12.0,0.0,1.5,4.0
U1228,48,Standard,165,0,137.0,0.0,4.0,1.0
U1229,44,Standard,482,0,22.0,0.0,0.0,0.0
U1230,40,Premium,712,0,999.0,109.0,3.0,3.0
U1231,33,Basic,142,1,33.0,0.0,1.0,1.0
U1232,55,Standard,423,0,17.0,0.0,0.0,0.0
U1233,34,Premium,304,0,64.0,0.0,5.0,1.0
U1234,30,Premium,323,0,168.0,0.0,4.0,1.0
U1235,20,Premium,615,0,18.0,17.0,1.6666666666666667,3.0
U1236,22,Basic,303,0,141.0,0.0,0.0,0.0
U1237,34,Basic,33,0,14.0,0.0,4.0,1.0
U1238,50,Premium,728,0,26.0,65.0,3.25,4.0
U1239,34,Standard,407,0,999.0,0.0,1.0,1.0
U1240,27,Premium,18,0,92.0,59.0,5.0,1.0
U1241,41,Standard,121,0,36.0,82.0,0.0,0.0
U1242,28,Standard,436,0,9.0,110.0,0.0,0.0
U1243,25,Basic,240,0,115.0,0.0,4.0,1.0
U1244,35,Standard,7,0,2.0,0.0,0.0,0.0
U1245,52,Standard,427,0,119.0,24.0,0.0,0.0
U1246,18,Premium,633,0,152.0,105.0,3.0,1.0
U1247,33,Basic,490,0,999.0,0.0,0.0,0.0
U1248,55,Standard,31,0,25.0,120.0,0.0,0.0
U1249,44,Standard,225,0,71.0,0.0,2.0,3.0
U1250,59,Standard,380,0,132.0,0.0,3.5,2.0
U1251,58,Premium,358,0,67.0,118.0,4.5,2.0
U1252,50,Standard,710,0,6.0,0.0,0.0,0.0
U1253,50,Standard,661,1,165.0,57.0,0.0,0.0
U1254,57,Basic,591,0,77.0,28.0,5.0,1.0
U1255,18,Premium,635,0,0.0,92.0,2.3333333333333335,3.0
U1256,18,Standard,332,0,28.0,0.0,5.0,2.0
U1257,26,Basic,317,0,12.0,0.0,2.3333333333333335,3.0
U1258,30,Premium,540,0,83.0,92.0,2.6666666666666665,3.0
U1259,48,Basic,96,1,117.0,76.0,2.6666666666666665,3.0
U1260,19,Premium,639,0,13.0,0.0,2.75,4.0
U1261,19,Basic,226,0,45.0,69.0,0.0,0.0
U1262,43,Basic,209,0,10.0,0.0,2.0,2.0
U1263,51,Standard,133,0,44.0,0.0,2.6,5.0
U1264,36,Basic,208,0,137.0,0.0,3.0,1.0
U1265,35,Basic,87,0,7.0,0.0,3.3333333333333335,3.0
U1266,38,Standard,711,1,76.0,118.0,3.0,1.0
U1267,21,Standard,307,0,37.0,0.0,2.5,2.0
U1268,33,Premium,522,0,46.0,0.0,0.0,0.0
U1269,30,Basic,168,0,31.0,0.0,5.0,2.0
U1270,58,Premium,12,0,24.0,0.0,2.5,2.0
U1271,40,Basic,128,0,36.0,110.0,4.0,2.0
U1272,42,Basic,612,0,20.0,98.0,0.0,0.0
U1273,23,Basic,379,0,3.0,100.0,2.0,1.0
U1274,30,Standard,298,0,109.0,53.0,3.0,5.0
U1275,35,Standard,680,0,42.0,5.0,1.0,1.0
U1276,29,Basic,215,0,54.0,108.0,0.0,0.0
U1277,33,Basic,309,0,999.0,0.0,1.0,1.0
U1278,18,Standard,472,0,3.0,0.0,5.0,1.0
U1279,55,Basic,282,1,0.0,0.0,4.0,1.0
U1280,39,Standard,527,0,67.0,37.0,3.0,2.0
U1281,50,Premium,445,0,53.0,0.0,2.0,1.0
U1282,37,Standard,535,0,999.0,0.0,0.0,0.0
U1283,32,Premium,157,0,45.0,0.0,2.5,2.0
U1284,23,Standard,10,0,176.0,178.0,0.0,0.0
U1285,54,Basic,711,0,15.0,77.0,0.0,0.0
U1286,41,Standard,74,0,16.0,0.0,1.0,1.0
U1287,48,Standard,62,0,77.0,115.0,4.0,1.0
U1288,47,Standard,3,0,999.0,98.0,2.0,1.0
U1289,59,Standard,53,0,999.0,7.0,3.0,1.0
U1290,55,Basic,20,0,102.0,0.0,0.0,0.0
U1291,56,Basic,77,0,5.0,135.0,2.0,1.0
U1292,48,Standard,63,0,105.0,0.0,3.0,2.0
U1293,22,Premium,697,0,28.0,0.0,3.0,3.0
U1294,30,Standard,88,1,165.0,0.0,3.25,4.0
U1295,48,Basic,144,0,3.0,58.0,3.0,2.0
U1296,47,Standard,486,0,29.0,51.0,0.0,0.0
U1297,54,Basic,325,0,68.0,113.0,4.0,2.0
U1298,49,Standard,393,0,4.0,154.0,4.0,1.0
U1299,54,Basic,268,0,38.0,20.0,0.0,0.0
U1300,57,Premium,580,0,101.0,89.0,1.5,2.0
U1301,25,Standard,680,0,43.0,0.0,2.0,1.0
U1302,23,Basic,431,0,92.0,0.0,2.0,1.0
U1303,45,Basic,105,0,130.0,20.0,3.0,1.0
U1304,50,Standard,389,0,41.0,0.0,3.75,4.0
U1305,28,Premium,79,0,40.0,53.0,3.0,5.0
U1306,24,Basic,594,0,25.0,0.0,0.0,0.0
U1307,60,Standard,98,0,62.0,0.0,3.0,3.0
U1308,54,Basic,406,0,104.0,52.0,5.0,1.0
U1309,25,Standard,18,0,51.0,26.0,3.0,2.0
U1310,45,Standard,386,1,164.0,0.0,3.5,2.0
U1311,58,Premium,31,0,76.0,0.0,2.0,2.0
U1312,42,Premium,491,0,18.0,0.0,2.0,1.0
U1313,20,Premium,423,0,40.0,38.0,3.0,2.0
U1314,53,Basic,1,0,22.0,0.0,0.0,0.0
U1315,18,Standard,166,0,0.0,0.0,4.0,2.0
U1316,19,Premium,117,0,999.0,0.0,3.5,2.0
U1317,41,Standard,697,0,0.0,85.0,0.0,0.0
U1318,39,Premium,466,0,70.0,0.0,2.3333333333333335,3.0
U1319,59,Standard,125,0,33.0,0.0,2.3333333333333335,3.0
U1320,39,Standard,2,0,12.0,0.0,0.0,0.0
U1321,20,Standard,7,1,9.0,121.0,0.0,0.0
U1322,52,Standard,631,0,32.0,110.0,1.0,2.0
U1323,23,Standard,216,0,20.0,130.0,3.0,3.0
U1324,42,Basic,269,0,33.0,52.0,2.2,5.0
U1325,19,Basic,273,0,999.0,67.0,2.0,1.0
U1326,22,Premium,698,0,999.0,16.0,2.3333333333333335,3.0
U1327,52,Basic,153,0,80.0,144.0,0.0,0.0
U1328,22,Basic,398,0,64.0,0.0,2.5,2.0
U1329,48,Premium,484,0,122.0,0.0,2.0,1.0
U1330,36,Standard,550,0,44.0,86.0,2.5,2.0
U1331,22,Basic,442,0,27.0,0.0,3.0,2.0
U1332,25,Premium,308,0,147.0,132.0,4.0,3.0
U1333,28,Basic,543,1,10.0,0.0,2.0,2.0
U1334,49,Standard,35,0,0.0,201.0,5.0,1.0
U1335,55,Standard,402,0,3.0,48.0,2.0,1.0
U1336,51,Basic,229,0,104.0,0.0,3.5,2.0
U1337,44,Standard,306,0,91.0,0.0,3.0,2.0
U1338,41,Premium,240,0,2.0,38.0,2.0,1.0
U1339,31,Basic,88,1,67.0,0.0,4.0,1.0
U1340,33,Standard,239,0,36.0,234.0,3.0,3.0
U1341,41,Premium,402,1,21.0,125.0,3.0,1.0
U1342,56,Standard,546,0,151.0,0.0,2.5,2.0
U1343,42,Standard,234,1,30.0,176.0,0.0,0.0
U1344,31,Standard,668,1,135.0,105.0,3.0,2.0
U1345,28,Basic,248,0,72.0,0.0,4.0,1.0
U1346,60,Standard,155,0,3.0,0.0,1.0,2.0
U1347,27,Standard,471,0,9.0,100.0,1.5,2.0
U1348,25,Standard,372,0,16.0,8.0,3.0,2.0
U1349,58,Premium,432,0,40.0,0.0,2.0,1.0
U1350,25,Basic,272,0,999.0,0.0,0.0,0.0
U1351,37,Standard,433,0,30.0,0.0,1.75,4.0
U1352,48,Basic,198,0,71.0,0.0,0.0,0.0
U1353,50,Basic,650,0,72.0,0.0,3.0,1.0
U1354,25,Premium,107,0,45.0,0.0,3.0,2.0
U1355,47,Basic,468,0,24.0,0.0,4.0,1.0
U1356,25,Basic,357,0,48.0,0.0,0.0,0.0
U1357,46,Standard,380,0,15.0,107.0,5.0,1.0
U1358,22,Standard,240,0,92.0,0.0,2.5,2.0
U1359,27,Premium,183,0,7.0,0.0,4.0,1.0
U1360,53,Standard,476,0,2.0,91.0,3.0,1.0
U1361,18,Standard,725,0,45.0,11.0,3.0,3.0
U1362,55,Basic,6,0,152.0,0.0,4.0,1.0
U1363,28,Premium,609,0,8.0,74.0,3.3333333333333335,3.0
U1364,24,Premium,234,0,30.0,0.0,4.0,3.0
U1365,18,Standard,309,0,137.0,0.0,3.6666666666666665,3.0
U1366,35,Basic,616,0,8.0,0.0,3.5,2.0
U1367,48,Basic,160,0,999.0,17.0,0.0,0.0
U1368,34,Premium,332,1,6.0,0.0,5.0,1.0
U1369,24,Standard,11,0,104.0,0.0,4.0,2.0
U1370,52,Premium,409,0,28.0,110.0,5.0,1.0
U1371,35,Standard,430,0,2.0,8.0,2.6666666666666665,3.0
U1372,59,Basic,41,0,48.0,0.0,4.0,1.0
U1373,55,Standard,648,0,41.0,8.0,3.0,3.0
U1374,37,Premium,47,0,24.0,0.0,2.75,4.0
U1375,60,Standard,428,0,96.0,127.0,2.5,2.0
U1376,24,Basic,323,0,75.0,207.0,2.0,1.0
U1377,39,Standard,484,0,15.0,104.0,3.6666666666666665,3.0
U1378,33,Basic,617,0,8.0,96.0,2.6666666666666665,3.0
U1379,39,Standard,584,0,74.0,82.0,0.0,0.0
U1380,29,Basic,87,0,83.0,0.0,0.0,0.0
U1381,31,Premium,426,0,10.0,45.0,2.0,2.0
U1382,32,Standard,711,0,69.0,0.0,3.0,2.0
U1383,46,Basic,213,1,47.0,0.0,0.0,0.0
U1384,42,Standard,59,0,11.0,0.0,4.0,1.0
U1385,29,Standard,5,0,117.0,0.0,0.0,0.0
U1386,44,Standard,287,0,68.0,0.0,0.0,0.0
U1387,49,Premium,28,0,14.0,27.0,0.0,0.0
U1388,29,Basic,243,0,61.0,0.0,5.0,1.0
U1389,53,Basic,466,0,83.0,7.0,3.0,2.0
U1390,37,Basic,4,0,8.0,220.0,0.0,0.0
U1391,38,Standard,65,0,62.0,0.0,5.0,1.0
U1392,49,Standard,483,0,35.0,0.0,5.0,1.0
U1393,30,Basic,154,0,22.0,0.0,5.0,1.0
U1394,44,Basic,386,0,999.0,0.0,3.0,4.0
U1395,19,Standard,349,1,22.0,57.0,3.75,4.0
U1396,55,Premium,160,0,20.0,0.0,3.6666666666666665,3.0
U1397,48,Premium,64,0,36.0,0.0,1.0,2.0
U1398,39,Premium,725,0,1.0,0.0,3.0,1.0
U1399,38,Premium,300,1,33.0,96.0,2.0,1.0
U1400,56,Standard,710,0,999.0,0.0,4.0,1.0
U1401,33,Premium,345,0,999.0,0.0,5.0,2.0
U1402,39,Premium,33,0,6.0,0.0,2.6666666666666665,3.0
U1403,55,Basic,241,1,25.0,87.0,2.0,1.0
U1404,45,Basic,195,0,61.0,0.0,3.0,3.0
U1405,42,Premium,149,1,71.0,0.0,1.6666666666666667,3.0
U1406,41,Premium,463,0,53.0,0.0,3.5,2.0
U1407,53,Basic,604,0,64.0,66.0,3.5,2.0
U1408,27,Basic,714,0,16.0,0.0,1.5,2.0
U1409,31,Premium,32,0,92.0,0.0,4.0,2.0
U1410,36,Premium,416,0,41.0,132.0,5.0,1.0
U1411,60,Standard,452,0,54.0,0.0,2.5,2.0
U1412,50,Standard,182,0,3.0,0.0,2.4,5.0
U1413,19,Basic,226,0,72.0,59.0,3.0,2.0
U1414,51,Standard,660,1,2.0,136.0,4.0,3.0
U1415,43,Premium,441,1,30.0,101.0,0.0,0.0
U1416,38,Basic,32,0,151.0,70.0,3.5,4.0
U1417,46,Basic,635,0,89.0,0.0,4.5,2.0
U1418,59,Basic,116,0,51.0,53.0,2.0,1.0
U1419,31,Basic,543,0,39.0,0.0,5.0,1.0
U1420,57,Standard,295,0,134.0,0.0,3.0,2.0
U1421,22,Premium,479,0,54.0,0.0,3.0,4.0
U1422,25,Premium,685,1,7.0,0.0,2.0,1.0
U1423,34,Standard,658,0,10.0,0.0,5.0,1.0
U1424,32,Premium,333,0,999.0,0.0,3.5,2.0
U1425,58,Basic,119,0,9.0,87.0,3.0,5.0
U1426,27,Basic,629,0,999.0,0.0,3.0,2.0
U1427,54,Premium,693,1,3.0,54.0,0.0,0.0
U1428,33,Premium,361,0,999.0,0.0,1.5,2.0
U1429,32,Basic,266,0,61.0,0.0,3.0,2.0
U1430,47,Premium,344,0,43.0,155.0,3.0,3.0
U1431,20,Basic,636,0,26.0,90.0,2.0,1.0
U1432,18,Basic,549,0,172.0,0.0,5.0,1.0
U1433,46,Basic,538,1,7.0,56.0,4.333333333333333,3.0
U1434,52,Standard,690,1,57.0,0.0,3.0,4.0
U1435,19,Basic,158,0,156.0,0.0,4.0,1.0
U1436,28,Standard,28,0,999.0,0.0,0.0,0.0
U1437,55,Standard,53,0,999.0,0.0,1.0,1.0
U1438,57,Basic,413,0,27.0,139.0,0.0,0.0
U1439,22,Standard,101,0,56.0,0.0,3.0,2.0
U1440,39,Standard,520,0,25.0,0.0,2.0,1.0
U1441,34,Premium,140,1,36.0,0.0,1.5,2.0
U1442,59,Premium,629,0,100.0,93.0,1.0,1.0
U1443,29,Basic,601,0,158.0,116.0,2.5,2.0
U1444,26,Standard,83,0,2.0,290.0,0.0,0.0
U1445,60,Premium,727,0,53.0,5.0,1.0,1.0
U1446,23,Standard,112,0,61.0,0.0,2.0,1.0
U1447,30,Basic,538,0,12.0,0.0,0.0,0.0
U1448,48,Basic,134,0,34.0,0.0,0.0,0.0
U1449,39,Standard,289,0,15.0,54.0,2.0,2.0
U1450,48,Basic,128,0,53.0,0.0,3.0,1.0
U1451,56,Premium,28,0,151.0,99.0,4.0,2.0
U1452,32,Standard,150,1,49.0,73.0,3.5,2.0
U1453,38,Basic,74,0,172.0,0.0,5.0,1.0
U1454,46,Basic,315,0,45.0,157.0,5.0,1.0
U1455,24,Premium,588,0,12.0,0.0,3.6666666666666665,3.0
U1456,58,Basic,249,0,55.0,107.0,4.5,2.0
