rating_id,user_id,show_id,rating
R365,U3279,S16,4
R366,U3181,S26,1
R367,U5309,S12,5
R368,U2380,S29,5
R369,U1730,S3,3
R370,U3219,S11,1
R371,U1824,S21,3
R372,U1163,S2,1
R373,U2993,S32,5
R374,U4450,S5,1
R375,U2086,S24,2
R376,U4986,S20,1
R377,U4495,S14,2
R378,U2479,S19,1
R379,U1805,S13,1
R380,U3279,S12,3
R381,U5876,S34,2
R382,U2398,S4,4
R383,U1578,S17,3
R384,U4495,S6,3
R385,U4795,S34,3
R386,U4194,S27,1
R387,U5067,S33,3
R388,U2846,S21,4
R389,U4910,S20,4
R390,U4359,S1,2
R391,U2768,S32,1
R392,U4449,S33,1
R393,U1355,S27,4
R394,U1076,S15,3
R395,U2151,S11,5
R396,U5714,S25,1
R397,U4859,S33,2
R398,U5995,S9,2
R399,U1850,S6,5
R400,U1097,S18,1
R401,U1655,S10,2
R402,U1894,S18,1
R403,U5626,S32,4
R404,U5765,S10,1
R405,U5855,S28,4
R406,U2101,S23,2
R407,U3645,S3,5
R408,U1128,S22,4
R409,U3567,S31,4
R410,U2081,S5,4
R411,U2673,S5,3
R412,U4476,S3,2
R413,U2318,S6,2
R414,U3510,S22,5
R415,U1843,S23,3
R416,U2701,S18,3
R417,U5866,S27,2
R418,U5528,S31,5
R419,U2834,S27,2
R420,U2280,S2,2
R421,U2631,S26,5
R422,U3330,S20,4
R423,U2611,S11,5
R424,U3278,S11,5
R425,U1729,S10,3
R426,U5531,S23,3
R427,U5188,S36,3
R428,U4269,S6,1
R429,U1899,S33,5
R430,U1606,S21,3
R431,U5653,S23,4
R432,U2521,S10,4
R433,U4509,S9,4
R434,U2874,S20,3
R435,U4498,S5,2
R436,U1257,S14,1
R437,U5337,S15,5
R438,U3052,S28,1
R439,U3515,S7,2
R440,U5307,S4,5
R441,U5144,S1,2
R442,U2479,S7,5
R443,U3530,S7,2
R444,U2950,S22,1
R445,U3466,S27,4
R446,U3871,S25,3
R447,U3038,S25,5
R448,U3212,S9,4
R449,U1294,S3,1
R450,U4894,S14,4
R451,U5146,S9,3
R452,U2494,S5,5
R453,U2504,S3,5
R454,U3753,S26,3
R455,U1323,S19,2
R456,U3010,S22,1
R457,U3002,S14,1
R458,U5821,S35,3
R459,U1231,S22,1
R460,U4922,S8,1
R461,U3557,S33,3
R462,U1047,S35,2
R463,U2119,S6,4
R464,U1698,S30,1
R465,U2839,S21,3
R466,U1056,S23,1
R467,U2836,S2,5
R468,U2666,S18,2
R469,U3381,S3,4
R470,U4961,S28,2
R471,U3335,S22,5
R472,U1920,S20,1
R473,U3264,S8,3
R474,U4208,S7,3
R475,U3587,S13,1
R476,U3333,S8,1
R477,U1121,S29,3
R478,U2128,S13,2
R479,U5396,S23,4
R480,U3127,S20,5
R481,U4071,S24,3
R482,U1152,S30,2
R483,U2419,S34,2
R484,U5048,S10,1
R485,U3511,S6,3
R486,U1337,S23,2
R487,U5174,S24,5
R488,U5780,S9,3
R489,U2417,S9,2
R490,U3168,S22,1
R491,U5646,S20,1
R492,U1346,S21,1
R493,U2211,S36,2
R494,U4249,S33,4
R495,U2803,S20,4
R496,U1450,S21,3
R497,U2678,S12,5
R498,U2096,S34,2
R499,U2674,S5,2
R500,U5780,S31,1
R501,U3435,S24,1
R502,U4949,S24,1
R503,U3604,S36,4
R504,U2931,S7,2
R505,U1119,S34,1
R506,U5658,S10,4
R507,U4751,S29,2
R508,U4837,S27,5
R509,U1354,S12,1
R510,U1764,S20,1
R511,U3214,S21,2
R512,U2404,S20,4
R513,U4741,S4,1
R514,U3988,S32,2
R515,U5564,S17,3
R516,U4676,S7,3
R517,U1949,S20,1
R518,U4722,S21,1
R519,U5928,S34,4
R520,U4141,S12,3
R521,U5594,S25,4
R522,U1892,S25,4
R523,U3314,S6,1
R524,U4966,S2,2
R525,U3391,S9,1
R526,U1255,S30,2
R527,U4744,S24,3
R528,U4341,S23,2
R529,U4786,S14,2
R530,U3688,S27,4
R531,U2773,S32,3
R532,U2376,S2,1
R533,U4541,S10,3
R534,U2745,S36,1
R535,U2770,S19,1
R536,U3131,S21,2
R537,U4440,S5,2
R538,U2230,S1,3
R539,U1608,S19,5
R540,U4374,S15,1
R541,U5650,S26,5
R542,U4261,S31,1
R543,U5548,S8,2
R544,U4387,S33,3
R545,U5122,S15,2
R546,U1007,S30,1
R547,U4434,S21,3
R548,U1563,S35,3
R549,U3308,S12,5
R550,U1574,S13,4
R551,U2400,S20,4
R552,U3661,S18,1
R553,U2644,S14,5
R554,U4347,S21,4
R555,U4357,S32,1
R556,U4967,S27,4
R557,U3346,S9,3
R558,U4219,S27,4
R559,U2616,S34,2
R560,U5530,S26,3
R561,U4455,S6,3
R562,U1086,S15,2
R563,U1839,S4,3
R564,U1189,S32,1
R565,U4432,S10,2
R566,U4673,S34,3
R567,U5302,S28,3
R568,U5049,S19,2
R569,U4521,S20,3
R570,U1546,S24,3
R571,U5166,S17,1
R572,U2142,S35,2
R573,U4559,S24,5
R574,U4174,S3,4
R575,U2717,S10,2
R576,U2086,S28,4
R577,U1213,S16,2
R578,U2978,S23,1
R579,U5900,S2,3
R580,U4271,S30,5
R581,U1358,S31,3
R582,U1213,S20,3
R583,U3312,S21,5
R584,U2339,S16,1
R585,U4495,S23,4
R586,U2670,S33,4
R587,U1297,S14,3
R588,U2195,S14,1
R589,U2307,S27,4
R590,U4948,S25,2
R591,U4337,S3,3
R592,U4559,S15,1
R593,U2777,S16,3
R594,U3496,S23,1
R595,U3162,S28,1
R596,U4993,S4,5
R597,U3072,S17,2
R598,U5127,S32,1
R599,U5803,S3,5
R600,U4686,S16,1
R601,U5001,S23,1
R602,U2535,S3,3
R603,U4820,S9,3
R604,U3894,S17,5
R605,U1455,S25,4
R606,U3383,S28,1
R607,U1529,S16,5
R608,U2088,S26,4
R609,U2061,S17,2
R610,U4463,S36,3
R611,U4123,S23,1
R612,U1167,S10,2
R613,U4564,S32,2
R614,U5040,S2,1
R615,U4143,S19,4
R616,U3240,S14,3
R617,U1235,S22,1
R618,U2633,S14,1
R619,U1081,S4,2
R620,U4620,S10,4
R621,U2117,S30,2
R622,U3648,S15,5
R623,U2141,S27,2
R624,U2628,S36,4
R625,U4114,S19,4
R626,U4267,S29,4
R627,U3818,S19,5
R628,U2773,S6,2
R629,U1394,S7,3
R630,U2550,S36,2
R631,U4279,S10,1
R632,U5901,S12,3
R633,U5093,S7,4
R634,U2944,S9,4
R635,U3686,S35,4
R636,U1440,S7,2
R637,U4717,S30,4
R638,U2697,S28,1
R639,U4329,S16,3
R640,U5295,S28,5
R641,U2554,S25,1
R642,U1731,S11,3
R643,U4281,S20,2
R644,U3542,S31,2
R645,U1797,S11,2
R646,U2679,S7,5
R647,U5641,S7,4
R648,U2305,S11,1
R649,U4932,S16,5
R650,U1920,S31,4
R651,U1127,S17,2
R652,U5698,S21,2
R653,U2494,S24,5
R654,U2067,S17,3
R655,U1020,S14,2
R656,U5568,S3,1
R657,U5249,S20,3
R658,U1829,S5,2
R659,U1381,S21,3
R660,U2791,S16,4
R661,U5457,S29,5
R662,U2066,S31,2
R663,U4194,S28,5
R664,U3073,S10,4
R665,U3986,S36,1
R666,U4507,S18,5
R667,U1524,S36,2
R668,U1365,S6,4
R669,U1365,S13,4
R670,U4759,S3,4
R671,U5468,S11,2
R672,U1433,S8,4
R673,U1039,S34,4
R674,U4837,S13,3
R675,U1928,S6,2
R676,U1191,S17,4
R677,U2895,S14,3
R678,U3319,S20,5
R679,U4474,S11,3
R680,U3355,S14,1
R681,U1104,S10,4
R682,U4178,S3,4
R683,U1260,S11,1
R684,U4239,S3,1
R685,U3249,S30,4
R686,U2430,S26,2
R687,U3441,S27,3
R688,U4682,S6,1
R689,U1781,S20,2
R690,U1029,S13,3
R691,U4345,S21,4
R692,U4995,S5,1
R693,U2886,S3,4
R694,U1159,S4,3
R695,U5346,S35,2
R696,U2116,S28,2
R697,U5975,S20,1
R698,U3051,S36,3
R699,U1400,S22,4
R700,U3572,S22,4
R701,U1790,S12,5
R702,U1942,S10,3
R703,U2394,S24,2
R704,U4563,S34,1
R705,U5175,S24,3
R706,U1449,S33,1
R707,U2441,S1,2
R708,U2854,S9,3
R709,U2656,S16,5
R710,U4982,S28,1
R711,U4078,S21,4
R712,U4205,S15,5
R713,U5888,S30,2
R714,U4224,S17,1
R715,U4827,S31,1
R716,U2856,S12,5
R717,U5032,S30,4
R718,U3615,S4,4
R719,U3065,S21,1
R720,U3534,S14,5
R721,U4966,S8,5
R722,U5002,S10,1
R723,U2526,S32,5
R724,U1879,S16,1
R725,U3490,S21,5
R726,U4680,S18,5
R727,U1805,S22,5
R728,U1266,S30,3
R729,U2113,S31,5
R730,U1883,S36,3
R731,U5048,S2,3
R732,U4568,S30,5
R733,U3048,S3,1
R734,U3099,S31,2
R735,U1034,S26,5
R736,U3673,S9,2
R737,U4586,S36,1
R738,U2629,S29,2
R739,U1156,S1,3
R740,U5080,S29,2
R741,U1639,S25,4
R742,U5560,S30,1
R743,U1859,S6,4
R744,U4098,S20,1
R745,U1546,S10,2
R746,U4443,S5,1
R747,U3562,S31,4
R748,U4494,S13,5
R749,U4293,S2,2
R750,U4034,S10,2
R751,U3755,S12,2
R752,U1544,S27,1
R753,U4139,S7,2
R754,U1642,S36,2
R755,U2156,S33,3
R756,U4198,S18,5
R757,U5904,S17,2
R758,U2391,S29,5
R759,U4678,S36,3
R760,U4864,S30,2
R761,U1274,S11,3
R762,U1694,S36,5
R763,U4772,S25,4
R764,U5622,S8,5
R765,U3586,S15,5
R766,U1515,S7,4
R767,U2570,S28,3
R768,U1045,S20,4
R769,U1323,S4,3
R770,U1342,S5,3
R771,U4692,S36,4
R772,U3408,S14,5
R773,U5909,S24,5
R774,U4093,S15,3
R775,U4201,S4,2
R776,U3275,S29,3
R777,U4455,S22,5
R778,U1727,S33,5
R779,U2648,S24,1
R780,U2353,S20,5
R781,U3064,S18,4
R782,U1706,S10,1
R783,U4916,S16,4
R784,U1736,S22,5
R785,U4758,S29,3
R786,U1962,S6,3
R787,U2867,S27,4
R788,U3902,S22,2
R789,U2491,S18,2
R790,U1109,S6,2
R791,U3748,S14,2
R792,U1920,S32,5
R793,U2752,S28,3
R794,U2914,S16,2
R795,U2827,S13,3
R796,U3357,S36,4
R797,U3447,S35,2
R798,U2144,S10,2
R799,U1305,S32,3
R800,U3534,S9,5
R801,U3835,S30,5
R802,U5287,S9,3
R803,U5191,S30,1
R804,U2276,S8,2
R805,U3261,S8,4
R806,U3863,S11,1
R807,U5297,S11,2
R808,U2209,S9,1
R809,U5716,S1,5
R810,U1881,S17,3
R811,U4994,S11,3
R812,U5157,S1,4
R813,U4430,S36,1
R814,U3356,S22,5
R815,U4423,S4,3
R816,U2168,S13,1
R817,U2170,S6,4
R818,U3333,S5,4
R819,U4151,S25,2
R820,U5749,S36,4
R821,U5582,S10,5
R822,U3377,S12,1
R823,U2404,S28,1
R824,U1233,S34,5
R825,U5520,S4,4
R826,U1712,S1,3
R827,U2630,S5,1
R828,U5534,S9,3
R829,U2929,S29,1
R830,U2480,S14,3
R831,U2804,S16,4
R832,U1732,S24,3
R833,U3590,S24,2
R834,U1947,S3,2
R835,U2256,S14,5
R836,U3928,S19,3
R837,U4956,S24,3
R838,U2637,S18,4
R839,U3773,S30,3
R840,U4743,S8,1
R841,U1888,S2,2
R842,U4017,S15,2
R843,U3905,S24,3
R844,U3994,S23,2
R845,U3474,S31,5
R846,U5744,S18,1
R847,U5981,S28,5
R848,U5682,S2,1
R849,U4989,S19,1
R850,U4736,S15,1
R851,U2987,S24,2
R852,U2640,S17,3
R853,U4398,S21,2
R854,U2173,S2,4
R855,U3756,S3,2
R856,U4145,S34,1
R857,U4302,S22,1
R858,U3109,S4,1
R859,U4505,S3,3
R860,U2132,S16,2
R861,U1695,S34,4
R862,U4441,S35,2
R863,U5976,S12,1
R864,U2291,S6,5
R865,U5750,S23,1
R866,U1956,S21,5
R867,U5867,S28,1
R868,U2689,S23,2
R869,U2216,S33,4
R870,U4419,S22,1
R871,U3600,S12,5
R872,U1857,S29,3
R873,U4376,S9,3
R874,U3348,S21,5
R875,U3921,S27,5
R876,U3905,S7,4
R877,U1801,S4,5
R878,U1472,S21,5
R879,U2757,S13,3
R880,U5800,S9,2
R881,U2923,S9,4
R882,U1558,S33,5
R883,U1679,S5,1
R884,U1991,S25,2
R885,U1633,S32,4
R886,U2857,S9,5
R887,U3312,S19,2
R888,U5829,S28,3
R889,U3324,S3,5
R890,U5892,S11,5
R891,U5382,S25,1
R892,U5780,S29,1
R893,U2609,S18,3
R894,U2440,S29,4
R895,U1258,S18,2
R896,U1224,S4,4
R897,U3434,S31,2
R898,U4879,S6,4
R899,U1978,S17,3
R900,U4257,S5,3
R901,U5198,S17,4
R902,U3945,S15,2
R903,U3013,S13,5
R904,U2244,S18,2
R905,U2093,S15,2
R906,U1255,S30,2
R907,U1439,S36,2
R908,U4454,S5,5
R909,U1718,S36,1
R910,U2104,S31,2
R911,U5528,S28,5
R912,U4906,S4,3
R913,U5461,S23,4
R914,U1265,S27,3
R915,U4986,S6,5
R916,U5030,S23,4
R917,U5791,S33,2
R918,U4923,S34,1
R919,U3767,S21,5
R920,U4211,S29,3
R921,U2912,S1,3
R922,U4938,S7,2
R923,U1913,S28,5
R924,U3775,S6,4
R925,U5979,S15,5
R926,U4046,S20,3
R927,U1797,S35,4
R928,U5378,S20,5
R929,U2887,S16,3
R930,U2450,S2,4
R931,U1829,S5,3
R932,U1044,S13,4
R933,U3952,S21,3
R934,U1728,S11,1
R935,U3491,S22,1
R936,U3165,S19,4
R937,U3174,S14,1
R938,U2715,S28,2
R939,U5460,S14,5
R940,U5632,S22,1
R941,U5361,S33,2
R942,U5676,S22,2
R943,U5629,S9,3
R944,U1667,S26,5
R945,U5239,S5,4
R946,U3206,S5,3
R947,U4608,S8,4
R948,U2738,S4,3
R949,U3788,S9,3
R950,U1067,S12,1
R951,U1944,S28,3
R952,U1332,S34,3
R953,U5593,S9,2
R954,U3403,S21,3
R955,U3135,S28,1
R956,U3139,S4,4
R957,U5340,S8,5
R958,U1696,S29,3
R959,U2437,S36,2
R960,U3320,S29,2
R961,U3362,S33,4
R962,U3508,S2,2
R963,U1307,S17,5
R964,U5412,S7,1
R965,U5212,S3,4
R966,U2471,S15,1
R967,U4587,S16,2
R968,U5868,S27,1
R969,U3791,S22,5
R970,U3352,S14,2
R971,U5851,S13,1
R972,U5341,S18,5
R973,U5830,S17,3
R974,U5134,S30,2
R975,U5737,S17,2
R976,U3724,S32,1
R977,U1549,S5,4
R978,U5251,S7,2
R979,U1654,S21,3
R980,U2284,S1,3
R981,U4786,S4,4
R982,U2646,S31,5
R983,U5133,S24,5
R984,U4720,S24,1
R985,U2236,S36,3
R986,U3729,S15,4
R987,U3466,S7,5
R988,U4647,S3,3
R989,U5765,S31,1
R990,U2097,S34,4
R991,U1966,S36,1
R992,U3729,S27,4
R993,U5971,S9,5
R994,U5454,S26,5
R995,U1330,S31,2
R996,U4706,S35,2
R997,U5327,S9,4
R998,U1139,S22,4
R999,U3461,S23,1
R1000,U1860,S15,1
R1001,U5623,S13,4
R1002,U2599,S36,5
R1003,U1714,S10,4
R1004,U1036,S26,1
R1005,U3480,S2,5
R1006,U2978,S11,1
R1007,U1910,S36,3
R1008,U1714,S7,1
R1009,U4832,S17,4
R1010,U5401,S17,1
R1011,U3389,S29,5
R1012,U5023,S7,3
R1013,U1892,S10,1
R1014,U5764,S11,4
R1015,U3805,S24,2
R1016,U1434,S30,3
R1017,U1815,S20,3
R1018,U3537,S8,1
R1019,U3511,S20,3
R1020,U1632,S28,3
R1021,U5680,S29,4
R1022,U1875,S20,2
R1023,U5548,S10,5
R1024,U3869,S1,4
R1025,U4726,S18,1
R1026,U1755,S10,4
R1027,U2346,S28,4
R1028,U1180,S7,1
R1029,U4048,S17,4
R1030,U4204,S25,4
R1031,U2014,S18,2
R1032,U3254,S15,1
R1033,U3585,S21,4
R1034,U3686,S35,2
R1035,U2840,S20,4
R1036,U4139,S19,3
R1037,U4088,S27,3
R1038,U4757,S14,1
R1039,U2520,S21,3
R1040,U5371,S24,5
R1041,U1986,S21,1
R1042,U3238,S8,5
R1043,U3787,S12,5
R1044,U1332,S27,5
R1045,U6000,S3,2
R1046,U3982,S14,4
R1047,U1566,S4,5
R1048,U5794,S13,1
R1049,U4731,S12,4
R1050,U3035,S9,1
R1051,U4092,S24,5
R1052,U1834,S15,3
R1053,U1714,S22,3
R1054,U4687,S1,5
R1055,U4867,S20,2
R1056,U5708,S21,4
R1057,U2322,S30,1
R1058,U5787,S19,3
R1059,U4930,S29,5
R1060,U1212,S26,4
R1061,U5943,S7,1
R1062,U1825,S34,3
R1063,U3859,S4,1
R1064,U4531,S30,3
R1065,U1752,S20,1
R1066,U2062,S14,1
R1067,U4727,S10,5
R1068,U2233,S7,3
R1069,U3135,S25,2
R1070,U4938,S9,2
R1071,U3469,S19,4
R1072,U2457,S34,5
R1073,U4610,S9,2
R1074,U2172,S30,4
R1075,U2157,S11,2
R1076,U5872,S8,1
R1077,U5170,S11,5
R1078,U1696,S34,3
R1079,U1420,S12,3
R1080,U4143,S16,3
R1081,U1582,S18,3
R1082,U2200,S26,1
R1083,U2182,S4,3
R1084,U3023,S29,3
R1085,U3354,S13,1
R1086,U3628,S17,5
R1087,U2864,S22,2
R1088,U5895,S23,3
R1089,U5630,S32,3
R1090,U4877,S21,1
R1091,U4397,S5,3
R1092,U4424,S11,3
R1093,U3377,S14,1
R1094,U4868,S28,2
R1095,U5089,S29,3
R1096,U3080,S36,3
R1097,U2083,S25,1
R1098,U2560,S11,4
R1099,U2408,S5,4
R1100,U2460,S7,1
R1101,U1230,S26,5
R1102,U3570,S36,2
R1103,U4478,S1,2
R1104,U2075,S14,2
R1105,U5217,S18,3
R1106,U1822,S5,4
R1107,U1890,S34,2
R1108,U4071,S31,1
R1109,U3797,S7,4
R1110,U5547,S29,3
R1111,U5515,S8,1
R1112,U1036,S32,5
R1113,U2183,S29,2
R1114,U5920,S9,1
R1115,U4371,S6,1
R1116,U5993,S22,3
R1117,U1065,S5,3
R1118,U5005,S25,1
R1119,U2774,S22,4
R1120,U3611,S15,2
R1121,U1249,S18,1
R1122,U2784,S4,4
R1123,U1191,S6,4
R1124,U2134,S19,3
R1125,U2729,S19,4
R1126,U2582,S17,5
R1127,U2169,S15,4
R1128,U1071,S20,1
R1129,U1129,S5,4
R1130,U2990,S31,2
R1131,U1752,S25,1
R1132,U1084,S17,3
R1133,U1671,S32,1
R1134,U1287,S6,4
R1135,U5091,S12,3
R1136,U3060,S9,5
R1137,U2059,S34,5
R1138,U5993,S34,5
R1139,U3239,S1,4
R1140,U5333,S8,4
R1141,U2313,S9,3
R1142,U4883,S35,5
R1143,U3497,S22,3
R1144,U1446,S35,2
R1145,U5263,S1,5
R1146,U2978,S30,4
R1147,U3714,S16,2
R1148,U4324,S10,5
R1149,U3696,S32,5
R1150,U1872,S3,3
R1151,U4468,S16,3
